nomDuMusee;adr;cp;ville;telephone1;region;departement;coordonneesFinales
Musée de l'Ostrevant;192, rue Edouard Lalo;59111;BOUCHAIN;0327357397;HAUTS-DE-France;NORD;50.284651,3.311321
Musée de Montmartre;12, Rue Cortot;75018;PARIS;0149258937;ÎLE-DE-France;PARIS;48.887709,2.340577
Musée Municipal de la Vignasse;Mairie Rue de l'Hôtel de ville;30300;BEAUCAIRE;0466599007;OCCITANIE;GARD;43.780193328,4.58229884673
Musée de l'Ardoise;32, Chemin de la Maraîchère;49800;TRELAZE;0241690471;PAYS DE LA LOIRE;MAINE-ET-LOIRE;47.450792,-0.491518
Musée du Peigne et de la Plasturgie;Centre Culturel Aragon Place Georges Pompidou;01100;OYONNAX;0474819682;AUVERGNE-RHÔNE-ALPES;AIN;46.2468792013,5.65226081977
LAM - Lille Métropole Musée d'Art Moderne, d'Art Contemporain et d'Art Brut;1, Allée du Musée;59650;VILLENEUVE-D'ASCQ;0320196868;HAUTS-DE-France;NORD;50.637497,3.148587
Musée-Jardin Paul Landowski;14, Rue Max Blondat;92100;BOULOGNE-BILLANCOURT;0146058269;ÎLE-DE-France;HAUTS DE SEINE;48.844261,2.246847
Ecomusée;Ferme de Coulevrain Place Georges Henri Rivière;77176;SAVIGNY-LE-TEMPLE;0164410123;ÎLE-DE-France;SEINE ET MARNE;48.5856002138,2.56311279324
Musée du Débarquement;Place du 6 Juin;14117;ARROMANCHES;0231223431;NORMANDIE;CALVADOS;49.34004,-0.62139
Musée Archéologique;Esplanade André Malraux;17100;SAINTES;0546742097;NOUVELLE-AQUITAINE;CHARENTE-MARITIME;45.741649,-0.62815
Musée Historique de l'Hydravion;332, Avenue Louis Breguet;40600;BISCARROSSE;0558780065;NOUVELLE-AQUITAINE;LANDES;44.388887,-1.182563
Musée National de la Marine;Château de Brest;29240;BREST;0298221239;BRETAGNE;FINISTERE;
Musée du Cloître de Notre-Dame-en-Vaux;Rue Nicolas Durant;51000;CHALONS-EN-CHAMPAGNE;0326640387;GRAND EST;MARNE;48.958112,4.362901
Musée du Château de Vitré;Place du Château;35506;VITRE Cedex;0299750454;BRETAGNE;ILE ET VILAINE;
Musée d'archéologie d'Aleria - Jérôme Carcopino;Hameau du Fort;20270;ALERIA;0495570092;CORSE;HAUTE-CORSE;42.10452,9.51118
Muséum d'Histoire Naturelle;"Les Jacobins"  Rue Anne de Bretagne;41000;BLOIS;0254742100;CENTRE-VAL DE LOIRE;LOIR ET CHER;47.612940364,1.32071876619
Musée d'Histoire et d'Archéologie;Bastion Saint André;06600;ANTIBES;0493958598;PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;43.594375,7.102294
Musée Raymond Lafage;10, Rue Victor Mazies;81310;LISLE-SUR-TARN;0563404545;OCCITANIE;TARN;43.852891,1.811372
Musée d'Histoire de Figeac;Rue Victor Delbos Cour du Puy;46100;FIGEAC;0565340625;OCCITANIE;LOT;44.6196578758,1.99907921588
Musée Municipal;12, Rue Camille Rodier;21700;NUITS-SAINT-GEORGES;0380620137;BOURGOGNE-FRANCHE-COMTE;CÔTE D’OR;47.138661,4.950405
Musée Hébert;Chemin Hébert;38700;LA TRONCHE;0476429735;AUVERGNE-RHÔNE-ALPES;ISERE;45.205577,5.7513
Établissement Public de la Porte Dorée - Musée de l’Histoire de l’Immigration;Palais de la Porte Dorée 293, avenue Daumesnil;75012;PARIS;0153595860;ÎLE-DE-France;PARIS;48.8347421662,2.42053665524
Musée d'Ethnographie et d'Arts Populaires et Musée de la Marine;Musée du Vieux Honfleur B.P. 60082;14603;HONFLEUR;0231891412;NORMANDIE;CALVADOS;
Musée Départemental d'Histoire et d'Archéologie;Abbaye d'Arthous;40300;HASTINGUES;0558730389;NOUVELLE-AQUITAINE;LANDES;43.524707,-1.121476
Atelier-Musée  (Ecomusée de la Grande Landes);101, Rue Jacques Desert;40043;LUXEY;0558080139;NOUVELLE-AQUITAINE;LANDES;
Musée Jean Jaurès;2, Place Pélisson;81100;CASTRES;0563624183;OCCITANIE;TARN;43.607135,2.240474
Musée de l'Artisanat Jurassien;Abbaye de Baume-Les-Messieurs;39210;VOITEUR;0384873300;BOURGOGNE-FRANCHE-COMTE;JURA;46.707619,5.64848
Musée Beurnier-Rossel;8, Place Saint-Martin B.P. 95287;25200;MONTBELIARD;0381992261;BOURGOGNE-FRANCHE-COMTE;DOUBS;47.5248285421,6.80015635102
Forge-Musée;2, Rue de Lamadeleine;90170;ETUEFFONT;0384546041;BOURGOGNE-FRANCHE-COMTE;TERRITOIRE DE BELFORT;47.722575,6.920842
Musée Jeanne d'Arc;15, Rue Jeanne d'Arc;55140;VAUCOULEURS;0329895182;GRAND EST;MEUSE;48.601395,5.666054
Musée Départemental du Textile;Rue de la Rive;81270;LA-BASTIDE-ROUAIROUX;0563980860;OCCITANIE;TARN;43.476809,2.638421
Musée Camarguais;Mas du Pont de Rousty;13200;ARLES;0490971082;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;43.623694,4.529959
Musée d'Art Moderne et Contemporain de Saint-Etienne Métropole;Rue Fernand Léger;42270;SAINT-PRIEST-EN-JAREZ;0477795252;AUVERGNE-RHÔNE-ALPES;LOIRE;45.474874,4.377088
Musée Lapidaire;Place de l'Abbaye;63200;MOZAC;0473389994;AUVERGNE-RHÔNE-ALPES;PUY DE DÔME;45.892085,3.094626
Le Carroi, Musée d’Arts et d’Histoire;44, Rue Haute-Saint-Maurice;37500;CHINON;0247931812;CENTRE-VAL DE LOIRE;INDRE ET LOIRE;47.167125,0.23767
Musée Estève;Hôtel des Echevins 13, Rue Edouard Branly;18000;BOURGES;0248247538;CENTRE-VAL DE LOIRE;CHER;47.0747448585,2.40489595766
Musée de l'Image;42 quai de Dogneville;88000;EPINAL;0329814830;GRAND EST;VOSGES;48.183628,6.445992
Musée National des Techniques (Conservatoire National des Arts et Métiers);292, rue Saint-Martin;75141;PARIS cedex 03;0153018200;ÎLE-DE-France;PARIS;
Musée d'Art et d'Histoire;11, Rue des Pierres;92190;MEUDON;0146238713;ÎLE-DE-France;HAUTS DE SEINE;48.806412,2.234894
Musée des Arts Décoratifs de l’Océan indien (MADOI);17 A, Chemin Rouge;97450;SAINT-LOUIS;0262912430;LA REUNION;REUNION;-21.26765,55.411839
Musée des Beaux-Arts;Centre Culturel Jean Lurçat Place du Champ de Mars;50000;SAINT-LO;0233725255;NORMANDIE;MANCHE;49.1199688631,-1.08893981029
Musée d'Histoire de Marseille;2 Rue Henri Barbusse;13001;MARSEILLE;0491553600;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;43.298168,5.374162
Musée du Temps;96, Grande rue;25000;BESANCON;0381878161;BOURGOGNE-FRANCHE-COMTE;DOUBS;47.235978,6.0268
Musée du docteur Faure;Villa "Les Chimères" 10, Boulevard des Côtes;73100;AIX-LES-BAINS;0479610657;AUVERGNE-RHÔNE-ALPES;SAVOIE;45.7110465411,5.94212260662
Musée de Préhistoire J. Miln- Z. Le-Rouzic;10, Place de la chapelle;56340;CARNAC;0297522204;BRETAGNE;MORBIHAN;47.584531,-3.079164
Muséum d'Histoire Naturelle de Grenoble;1, Rue Dolomieu B.P. 3022;38816;GRENOBLE Cedex 1;0476440535;AUVERGNE-RHÔNE-ALPES;ISERE;
Musée Municipal;Parc du Prélong;63790;MUROL;0473886006;AUVERGNE-RHÔNE-ALPES;PUY DE DÔME;45.574777,2.94325
Ferme-Musée du Cotentin;1, Chemin de Beauvais;50480;SAINTE-MERE-EGLISE;0233954020;NORMANDIE;MANCHE;49.414681,-1.318106
Musée du Textile;Rue du Docteur Roux;49300;CHOLET;0241752550;PAYS DE LA LOIRE;MAINE-ET-LOIRE;47.069587,-0.897687
Musée Communautaire Opale-Sud;60, Rue de l'Impératrice;62600;BERCK-SUR-MER;0321840780;HAUTS-DE-France;PAS-DE-CALAIS;50.405092,1.567687
Musée des Beaux-Arts;Place du Général de Gaulle B.P. 4212;59378;DUNKERQUE CEDEX;0328592165;HAUTS-DE-France;NORD;
Musée des Automates;Hôtel Arturo Lopez 12, Rue du Centre;92200;NEUILLY-SUR-SEINE;0155626090;ÎLE-DE-France;HAUTS DE SEINE;48.8855663756,2.26645990318
Muséum Agricole et Industriel Stella Matutina;6,Allée des Flamboyants;97424;PITON-SAINT-LEU;0262341624;LA REUNION;REUNION;-21.202292,55.295071
Musée ethnographique et archéologique du Donjon;Rue Du Guesclin;79000;NIORT;0549787200;NOUVELLE-AQUITAINE;DEUX-SEVRES;46.332326,-0.463764
Musée Régional de Fouras;Esplanade de la Légion d'Honneur Fort Vauban BP 70026;17450;FOURAS;0546841523;NOUVELLE-AQUITAINE;CHARENTE-MARITIME;45.9868352342,-1.03911420802
Musée National Gustave Moreau;14, Rue de la Rochefoucauld;75009;PARIS;0148743850;ÎLE-DE-France;PARIS;48.877878,2.334383
Ecomusée du Mont Lozère;Quartier de l'Estournal;48220;LE PONT DE MONTVERT;0466458073;OCCITANIE;LOZERE;44.365187,3.745745
Musée des Troupes de Marine;Avenue du Musée des Troupes de Marine B.P. 94;83608;FREJUS Cedex;0494178782;PROVENCE-ALPES-CÔTE D'AZUR;VAR;
Musée des Arts Naïfs et Populaires de Noyers sur Serein;25, Rue de l'Eglise;89310;NOYERS-SUR-SEREIN;0386828909;BOURGOGNE-FRANCHE-COMTE;YONNE;47.72104,3.966631
Musée Départemental de la Montagne Albert Demard;Château-Lambert;70440;LE HAUT-DU-THEM;0384204309;BOURGOGNE-FRANCHE-COMTE;HAUTE-SAONE;47.842654,6.721916
Musée de la Faïence et des Beaux-Arts;16, rue Saint-Genest;58000;NEVERS;0386684460;BOURGOGNE-FRANCHE-COMTE;NIÈVRE;46.98629,3.155037
Musée Lucien Mainssieux;7, Place Léon Chaloin;38500;VOIRON;0476656717;AUVERGNE-RHÔNE-ALPES;ISERE;45.356091,5.579679
Musée Adrien Mentienne;1, Grande Rue Charles de Gaulle;94360;BRY-SUR-MARNE;0145166833;ÎLE-DE-France;VAL DE MARNE;48.835224,2.519827
Musée National des Châteaux de Malmaison et de Bois-Préau;Avenue du Château de Malmaison;92500;RUEIL-MALMAISON;0141290555;ÎLE-DE-France;HAUTS DE SEINE;48.872881,2.169064
Musée Régional du Cidre et du Calvados;Rue du Petit Versailles;50700;VALOGNES;0233402273;NORMANDIE;MANCHE;49.505988,-1.47042
Musée Municipal de Cognac;48, Bd Denfert Rochereau;16100;COGNAC;0545320725;NOUVELLE-AQUITAINE;CHARENTE;45.695744,-0.326186
Musée Archéologique;Place de la République;32180;EAUZE;0562097138;OCCITANIE;GERS;
Musée du Bois;1, Place de la République;01420;SEYSSEL;0450562155;AUVERGNE-RHÔNE-ALPES;AIN;45.959254,5.831685
Musée de la Dombes;Maison de la Dombes;01330;VILLARS DE LA DOMBES;;AUVERGNE-RHÔNE-ALPES;AIN;46.000448,5.026912
Conservatoire du Machinisme et des Pratiques Agricoles;1, rue de la République;28300;CHARTRES-MAINVILLIERS;0237841500;CENTRE-VAL DE LOIRE;EURE ET LOIR;48.446888,1.476576
Musée d'Archéologie;3, Rue Victor de Laprade;42110;FEURS;0477262448;AUVERGNE-RHÔNE-ALPES;LOIRE;45.744191,4.219803
Musée Francisque Mandet;14, Rue de l'Hôtel de Ville;63200;RIOM;0473381853;AUVERGNE-RHÔNE-ALPES;PUY DE DÔME;45.893874,3.116508
Musée de la Vie Bourguignonne, Perrin de Puycousin;Monastère des Bernardines 15-17, rue Sainte-Anne;21000;DIJON;0380488090;BOURGOGNE-FRANCHE-COMTE;CÔTE D’OR;47.3229417955,5.03751223305
Musée Napoléon Ier;34, Rue de l'Ecole Militaire;10500;BRIENNE-LE-CHATEAU;0325928241;GRAND EST;AUBE;48.388915,4.528446
Musée du Vignoble et des Vins d'Alsace;Château de la Confrérie St-Etienne Kientzheim;68240;KAYSERSBERG VIGNOBLE;0389782136;GRAND EST;HAUT-RHIN;48.1678355817,7.21603176483
Musée du Granit;Le Bourg;50670;SAINT-MICHEL-DE-MONTJOIE;0233590222;NORMANDIE;MANCHE;48.751916,-1.038517
Cité Internationale de la Dentelle et de la Mode de Calais;135, Quai du Commerce;62100;CALAIS;0321004230;HAUTS-DE-France;PAS-DE-CALAIS;50.950474,1.860013
L'Adresse Musée de la Poste;34, Boulevard de Vaugirard;75731;PARIS Cedex 15;0142792336;ÎLE-DE-France;PARIS;
Musée Industriel de la Corderie Vallois;185, Route de Dieppe;76960;NOTRE-DAME-DE-BONDEVILLE;0235743535;NORMANDIE;SEINE-MARITIME;49.494507,1.048567
Musée du baptistère Saint-Jean;Rue Jean Jaurès;86000;POITIERS;0549412124;NOUVELLE-AQUITAINE;VIENNE;46.580519,0.346104
Muséum d'Histoire Naturelle de Nantes;12, Rue Voltaire;44000;NANTES;0240992620;PAYS DE LA LOIRE;LOIRE-ATLANTIQUE;47.212387,-1.564651
Musée de Préhistoire du Grand Pressigny;Château du Grand-Pressigny;37350;LE GRAND PRESSIGNY;0247949020;CENTRE-VAL DE LOIRE;INDRE ET LOIRE;46.92224,0.804273
Château Musée;31/33 Rue Hersent Luzarche;36290;AZAY-LE-FERRON;0254392006;CENTRE-VAL DE LOIRE;INDRE;46.851361,1.069524
Maison de la Magie;1, Place du Château;41000;BLOIS;0254552626;CENTRE-VAL DE LOIRE;LOIR ET CHER;47.586104,1.332126
Musée E.J Marey;Hôtel de Ville;21200;BEAUNE;0380245692;BOURGOGNE-FRANCHE-COMTE;CÔTE D’OR;47.026213,4.839367
Musée National de l'Automobile - Collection Schlumpf;192, Avenue de Colmar CS 91096;68051;MULHOUSE CEDEX;0389332323;GRAND EST;HAUT-RHIN;
Musée d'Histoire et d'Archéologie;50, rue André Deprez;62440;HARNES;0321490229;HAUTS-DE-France;PAS-DE-CALAIS;50.447577,2.91073
Musée Départemental de l'Abbaye de Saint-Riquier;B.P. 40003 Saint-Riquier;80146;ABBEVILLE Cedex;0322718220;HAUTS-DE-France;SOMME;
Musée de l'Echevinage;29 ter, Rue Alsace-Lorraine;17100;SAINTES;0546935239;NOUVELLE-AQUITAINE;CHARENTE-MARITIME;45.746016,-0.633108
Musée Départemental de l'Arles Antique;Presqu'île-du-Cirque-Romain B.P. 205;13635;ARLES Cédex;0413315103;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;
Musée d'Histoire et d'Archéologie des Baux-de-Provence;Ilot Post Tenebra Lux;13520;LES BAUX DE PROVENCE;0490544599;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;43.7214018039,4.81156485939
Musée de la Batellerie du Rhône;154, rue Auguste Vincent;07340;SERRIERES;0475340046;AUVERGNE-RHÔNE-ALPES;ARDECHE;45.317802,4.763254
Musée Bourguignon -  Perrin de Puycousin;8, Place de l'Abbaye;71700;TOURNUS;0385512968;BOURGOGNE-FRANCHE-COMTE;SAONE ET LOIRE;46.566134,4.909274
Musée Géo-Charles;1, Rue Géo-Charles;38130;ECHIROLLES;0476225863;AUVERGNE-RHÔNE-ALPES;ISERE;45.149349,5.699616
Musée des Pénitents Blancs;Place de l'Eglise;63940;MARSAC-EN-LIVRADOIS;0473956008;AUVERGNE-RHÔNE-ALPES;PUY DE DÔME;45.478841,3.728705
Musée National de la Marine;17, Place du Trocadéro;75116;PARIS;0153656969;ÎLE-DE-France;PARIS;48.864591,2.293508
Muséum d'Histoire Naturelle;7, Place des Thermes de Salut;65200;BAGNERES-DE-BIGORRE;0562911205;OCCITANIE;HAUTES-PYRENEES;43.062516,0.146987
Musée du Pays Brignolais;18, Place des Comtes de Provence;83170;BRIGNOLES;0494694518;PROVENCE-ALPES-CÔTE D'AZUR;VAR;43.404216,6.061427
Musée Folklorique du Vieux Lambesc;2, rue du Jas;13410;LAMBESC;0442570301;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;43.651927,5.261964
Musée de Salon et de la Crau;Château de l'Empéri 1, Montée du Puech;13300;SALON-DE-PROVENCE;0490562236;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;43.6464319995,5.06800446267
Moulin de la Blies - Musée des Techniques Faïencières;125, Avenue de la Blies;57200;SARREGUEMINES;0387989350;GRAND EST;MOSELLE;49.1265,7.080124
Musée des Monuments Français;Palais de Chaillot 1, Place du Trocadéro et du 11 Novembre;75116;PARIS;0158515200;ÎLE-DE-France;PARIS;48.8603821025,2.26201220212
Musée Frédéric Japy;16, Rue Frédéric Japy;90500;BEAUCOURT;0384565752;BOURGOGNE-FRANCHE-COMTE;TERRITOIRE DE BELFORT;47.485011,6.922453
Musée ornithologique Charles-Payraudeau;4, Rue des Noyers;85310;LA-CHAIZE-LE-VICOMTE;0251058784;PAYS DE LA LOIRE;VENDEE;46.671559,-1.297313
Musée Gallo-Romain Sisteron;Hôtel d'Ornano Rue Saunerie;04200;SISTERON;0492615840;PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;44.2004441719,5.9040305038
Musée Gallo-Romain d'Uxellodunum;Palais de la Raymondie Place des Consuls;46600;MARTEL;0565373003;OCCITANIE;LOT;44.9553915789,1.56930926768
Maison de l'Outil  et de la Pensée Ouvrière;7, Rue de La Trinité;10000;TROYES;0325732826;GRAND EST;AUBE;48.29473,4.072849
Musée Gatien Bonnet;8, Cour Pierre Herbin;77405;LAGNY-SUR-MARNE;0164303078;ÎLE-DE-France;SEINE ET MARNE;
Musée d'Histoire Locale de Marchiennes;Place Gambetta;59870;MARCHIENNES;0327992195;HAUTS-DE-France;NORD;50.408685,3.281218
Muséum d'Histoire Naturelle;115, Boulevard Eurvin;62317;BOULOGNE-SUR-MER;0321800980;HAUTS-DE-France;PAS-DE-CALAIS;
Musée Municipal d'Avranches;Place Jean de Saint Avit;50300;AVRANCHES;0233582515;NORMANDIE;MANCHE;48.687599,-1.363588
Ecomusée de la Basse-Seine;Maison du Parc Naturel Régional des Boucles de la Seine Normande - Hameau de l'Eglise B.P. 13;76940;NOTRE-DAME-DE-BLIQUETUIT;0235372316;NORMANDIE;SEINE-MARITIME;49.4548266435,0.725950851811
Musée des Mœurs et Coutumes, Musée du Rouergue;Place Pierre Frontin;12500;ESPALION;0565441991;OCCITANIE;AVEYRON;44.520848,2.760502
Musée du Chaume/Kerhinet/Parc Naturel Régional de Brière;Village de Kerhinet;44410;SAINT-LYPHARD;0240619524;PAYS DE LA LOIRE;LOIRE-ATLANTIQUE;47.363743,-2.349306
Musée de Préhistoire Régionale;Rue Lorédan Larchey;06500;MENTON;0493358464;PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;43.77648,7.503609
Musée Matisse;164, Avenue des Arènes de Cimiez;06000;NICE;0493534053;PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;43.720041,7.276769
Musée d'Histoire et d'Archéologie;11, Rue Camille-Buffardel;26150;DIE;0475224005;AUVERGNE-RHÔNE-ALPES;DRÔME;44.75504,5.369785
"Maison Musée" René Descartes;29, Rue Descartes;37160;DESCARTES;0247597919;CENTRE-VAL DE LOIRE;INDRE ET LOIRE;46.972623,0.699988
Musée Alpin;89, Avenue Michel Croz;74400;CHAMONIX;0450532593;AUVERGNE-RHÔNE-ALPES;HAUTE-SAVOIE;45.923429,6.871049
Musée Historial;Mairie Le Bourg;42260;GREZOLLES;0477625700;AUVERGNE-RHÔNE-ALPES;LOIRE;45.8652813058,3.98967950475
Musée des Beaux-Arts;1, Rue Chrestien-de-Troyes;10000;TROYES;0325762160;GRAND EST;AUBE;48.300638,4.08003
Musée Hôtel le Vergeur;36, Place du Forum;51100;REIMS;0326472075;GRAND EST;MARNE;49.257013,4.034043
Musée des Cultures Guyanaises;78, Rue Mme Payé;97300;CAYENNE;0594314172;GUYANE;GUYANE;4.94156,-52.32837
Musée d'Archéologie et d'Histoire Locale;9, Place Wilson;59220;DENAIN;0327446212;HAUTS-DE-France;NORD;50.327328,3.400252
Musée de Normandie;Le Château;14000;CAEN;0231304760;NORMANDIE;CALVADOS;49.162021,-0.345096
Musée de la Batellerie et des Voies Navigables;Château du Prieuré 3, Place Gévelot;78700;CONFLANS-SAINTE-HONORINE;0134903950;ÎLE-DE-France;YVELINES;49.0000390697,2.09915995955
Musée Municipal;;77580;CRECY-LA-CHAPELLE;;ÎLE-DE-France;SEINE ET MARNE;48.858,2.907321
Musée National du Moyen Age-Thermes de Cluny;6, Place Paul Painlevé;75005;PARIS;0153737800;ÎLE-DE-France;PARIS;48.850325,2.343921
Hôtel Hèbre de Saint-Clément - Musée d'Art et d'Histoire;63-65 avenue de Gaulle;17300;ROCHEFORT;0546829160;NOUVELLE-AQUITAINE;CHARENTE-MARITIME;45.935533,-0.96181
Musées du Parc Naturel Régional de Brière;177, Île de Fedrun;44720;SAINT-JOACHIM;0240916868;PAYS DE LA LOIRE;LOIRE-ATLANTIQUE;47.375856,-2.211677
Musée International de la Chaussure;Portail Roger Vivier Rue Bistour;26100;ROMANS;0475055181;AUVERGNE-RHÔNE-ALPES;DRÔME;45.0550040559,5.03828560506
Maison des Ailleurs - Arthur Rimbaud;Quai Rimbaud;08000;CHARLEVILLE-MEZIERES;0324324470;GRAND EST;ARDENNES;49.776058,4.720484
Musée Tavet Delacour;4, Rue Lemercier;95300;PONTOISE;0130380240;ÎLE-DE-France;VAL D'OISE;49.050929,2.099776
Musée - Conservatoire du Machinisme et des Pratiques Agricoles;Aire Poitou-Charentes de Vouillé Aiffres;79230;PRAHECQ;0549756827;NOUVELLE-AQUITAINE;DEUX-SEVRES;46.2556160002,-0.365723799708
Musée Départemental de Cuzals;;46330;SAULIAC-SUR-CELE;0565534314;OCCITANIE;LOT;44.517064,1.721614
Musée Goya;Hôtel de Ville B.P. 10406;81108;CASTRES Cedex;0563715930;OCCITANIE;TARN;
Musée des Augustins;21, rue de Metz;31000;TOULOUSE;0561222182;OCCITANIE;HAUTE-GARONNE;43.600561,1.445891
Musée des Beaux-Arts;18, Place François Sicard;37000;TOURS;0247056873;CENTRE-VAL DE LOIRE;INDRE ET LOIRE;47.394698,0.694004
Musée de la Bonneterie;Conservation des Musées  2, rue Chrestien de Troyes;10000;TROYES;0325730585;GRAND EST;AUBE;48.2968524808,4.07809709011
Musée municipal de Chauny;28, Rue de la Paix;02300;CHAUNY;0323383259;HAUTS-DE-France;AISNE;49.615394,3.216814
Musée Antoine Vivenel;Hôtel de Songeons-Bicquilley 2, Rue d'Austerlitz;60200;COMPIEGNE;0344202604;HAUTS-DE-France;OISE;49.3992378489,2.8537782842
Musée du 11 Conti - Monnaie de Paris;11, Quai de Conti;75270;PARIS Cedex 06;140465666;ÎLE-DE-France;PARIS;
Musée Fragonard;Ecole Nationale Vétérinaire d'Alfort 7, Avenue du Général de Gaulle;94700;MAISONS-ALFORT;0143967052;ÎLE-DE-France;VAL DE MARNE;48.8058570543,2.4381304073
Musée de la Moto, de l'Automobile et du Vélo;La Manu 3, Rue Clément Krebs;86100;CHATELLERAULT;0549210346;NOUVELLE-AQUITAINE;VIENNE;46.825162468,0.575853305257
Musée Charles Portal - Histoire et Patrimoine;Porte des Ormeaux 1, Rue Saint-Michel;81170;CORDES-SUR-CIEL;0563560611;OCCITANIE;TARN;44.0807353424,1.93361594933
Musée du Vieux Montpellier;Hôtel de Varennes 2, Place Pétrarque;34000;MONTPELLIER;0467660294;OCCITANIE;HERAULT;43.613085594,3.86919806969
Musée Cantini;19, Rue Grignan;13006;MARSEILLE;0491547775;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;43.292383,5.378137
MUNAE - Musée National de l'Education;185, rue Eau de Robec;76000;ROUEN;0235076661;NORMANDIE;SEINE-MARITIME;49.441397,1.101667
Maison des Templiers;1, Rue Thomas-Bazin;76490;CAUDEBEC-EN-CAUX;0235969591;NORMANDIE;SEINE-MARITIME;49.52525,0.725969
Musée Départemental de la Réunion - Musée Léon Dierx;28, rue de Paris;97400;SAINT-DENIS;0262202482;LA REUNION;REUNION;-20.883698,55.450251
Tapisserie de Bayeux - MAHB Musée d'Art et d'Histoire Baron Gérard;37 rue du Bienvenu;14400;BAYEUX;0231921421;NORMANDIE;CALVADOS;49.276178,-0.703667
Musée National de la Préhistoire;1 Rue du Musée;24620;LES EYZIES-DE-TAYAC;0553064545;NOUVELLE-AQUITAINE;DORDOGNE;44.93608,1.01363
Musée Départemental de Préhistoire de Solutré;Le Grand Pré;71960;SOLUTRE-POUILLY;0385358324;BOURGOGNE-FRANCHE-COMTE;SAONE ET LOIRE;46.294701,4.728982
Musée Muncipal;135 rue des Déportés et de la Résistance Passage Moïse;89100;SENS;0386838890;BOURGOGNE-FRANCHE-COMTE;YONNE;48.1970131192,3.28915152427
Musée Municipal;Hôtel de ville Place Carnot - B.P. 110;10202;BAR-SUR-AUBE CEDEX;0325270421;GRAND EST;AUBE;
Musée de Pontarlier;2, Place d'Arçon;25300;PONTARLIER;0381388214;BOURGOGNE-FRANCHE-COMTE;DOUBS;46.904221,6.354581
Musée des Beaux-Arts;Palais des Ducs et des Etats de Bourgogne CS 73310;21033;DIJON Cedex;0380745209;BOURGOGNE-FRANCHE-COMTE;CÔTE D’OR;
Maison du Verre et du Cristal;Place Robert Schumann;57960;MEISENTHAL;0387969151;GRAND EST;MOSELLE;48.964887,7.35253
Musée d'Archéologie Bargoin;45, rue Ballainvilliers;63000;CLERMONT-FERRAND;0473426970;AUVERGNE-RHÔNE-ALPES;PUY DE DÔME;45.774229,3.0869
Conservatoire - Musée des Industries Hydroélectriques;Route du Lac Le Verney;38114;VAUJANY;0476807800;AUVERGNE-RHÔNE-ALPES;ISERE;45.1681255777,6.0656743192
Musée du Dolder;57, Rue du Général de Gaulle;68340;RIQUEWIHR;0389479215;GRAND EST;HAUT-RHIN;48.16694,7.297357
Ecomusée d'Alsace;B.P. 71;68190;UNGERSHEIM;0389744474;GRAND EST;HAUT-RHIN;47.8612458222,7.34670995091
Musée Stendhal;1, Rue Hector Berlioz;38000;GRENOBLE;0476544414;AUVERGNE-RHÔNE-ALPES;ISERE;45.192869,5.726204
Musée Municipal de Soissons;Abbaye Saint-Jean-des-Vignes 2, rue de la Congrégation Logis de l'Abbé;02200;SOISSONS;0323933050;HAUTS-DE-France;AISNE;49.3519078898,3.32022130463
Musée Eugène Boudin;Place Erik-Satie B.P. 80049;14602;HONFLEUR cedex;0231895400;NORMANDIE;CALVADOS;
Musée Alphonse-Georges Poulain;12, Rue du Pont;27200;VERNON;0232212809;NORMANDIE;EURE;49.094855,1.484927
Musée des Beaux-Arts;28, Rue Gargoulleau;17000;LA ROCHELLE;0546416465;NOUVELLE-AQUITAINE;CHARENTE-MARITIME;46.161969,-1.151552
Muséum d'histoire naturelle Philadelphe Thomas;2, Place Philadelphe Thomas;81600;GAILLAC;0563573631;OCCITANIE;TARN;43.899632,1.89394
Musée Départemental des Pays De l'Ain;34, rue du Général Delestraint;01000;BOURG-EN-BRESSE;0474321060;AUVERGNE-RHÔNE-ALPES;AIN;46.196543,5.219217
Musée de la Mine;1, Avenue de la République;58260;LA MACHINE;0386509108;BOURGOGNE-FRANCHE-COMTE;NIÈVRE;46.889225,3.463514
Musée d'Histoire Naturelle et d'Ethnographie de Colmar;11, Rue Turenne;68000;COLMAR;0389238415;GRAND EST;HAUT-RHIN;48.073594,7.35872
Musée Archéologique;Mairie de Riez;04500;RIEZ-LA-ROMAINE;0492778930;PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;43.817421,6.093121
Musée du Parlement de Provence et du Vieil Aix;Hôtel Estienne-de-Saint-Jean 17, Rue Gaston de Saporta;13100;AIX-EN-PROVENCE;0442214355;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;43.5353485115,5.4345381961
